"scraping_id","listing","city","lon","lat","mapped_location","name","capacity","bathrooms","bedrooms","has_pool","cleaning_fee","is_superhost","host_name"
"2","https://www.airbnb.com/rooms/17720788","Scottsdale","-111.9169346381","33.4965656789113","https://maps.google.com/maps?q=33.49656567891127423,-111.91693463810001674","Old Town Scottsdale Vacation Home & GIANTS Rental","7","2.5","2","1","150","1","Mj"
"3","https://www.airbnb.com/rooms/4400911","Scottsdale","-111.898977378705","33.4631824880277","https://maps.google.com/maps?q=33.46318248802771933,-111.89897737870549577","Upscale Townhouse South Scottsdale","4","1.5","2","1","85","1","Jamil"
"4","https://www.airbnb.com/rooms/19748678","Scottsdale","-111.957683775443","33.6078097265202","https://maps.google.com/maps?q=33.60780972652023024,-111.95768377544301586","North Scottsdale/ PV Private Guest House w/pool","4","1","0","1","75","1","Julie And Bill"
"5","https://www.airbnb.com/rooms/18900365","Scottsdale","-111.915535770277","33.4993967736783","https://maps.google.com/maps?q=33.49939677367833468,-111.91553577027680433","Mountain View Paradise*Heated Pool*Spa*Gym","4","1","1","1","100","1","Vanessa"
"6","https://www.airbnb.com/rooms/15808110","Scottsdale","-111.910657254408","33.4905706856457","https://maps.google.com/maps?q=33.49057068564571438,-111.91065725440839174","Modern Luxury Scottsdale Condo!","5","1","2","1","150","1","Sara"
"7","https://www.airbnb.com/rooms/16904175","Scottsdale","-111.905421816926","33.5105140399762","https://maps.google.com/maps?q=33.51051403997622913,-111.90542181692643453","Complete retreat with private hot tub.","6","2","2","1","75","0","Larry"
"8","https://www.airbnb.com/rooms/17478523","Scottsdale","-111.935345121189","33.5027125468308","https://maps.google.com/maps?q=33.50271254683075028,-111.93534512118939972","Stay in Old Town - Next to Fashion Square Mall!","4","1.5","2","1","110","1","Arizona"
"9","https://www.airbnb.com/rooms/16217702","Scottsdale","-111.934066465757","33.4918523352225","https://maps.google.com/maps?q=33.49185233522252503,-111.93406646575672880","WALK TO OLD TOWN- SLEEPS 6!","6","1.5","2","1","80","0","Leslie"
"10","https://www.airbnb.com/rooms/18488203","Scottsdale","-111.903138516467","33.6392728167756","https://maps.google.com/maps?q=33.63927281677555925,-111.90313851646708088","SCOTTSDALE PARADISE","6","2","2","1","90","1","Vince"
"11","https://www.airbnb.com/rooms/20012732","Scottsdale","-111.898074345653","33.5088561872522","https://maps.google.com/maps?q=33.50885618725220638,-111.89807434565254596","NEW! Remodeled Chic Townhome near Old Town!","6","2.5","2","1","100","0","Shayna"
"12","https://www.airbnb.com/rooms/13029908","Scottsdale","-111.929984018528","33.4904602990411","https://maps.google.com/maps?q=33.49046029904109645,-111.92998401852776169","LOCATION! LOCATION! 2BD/2BA Old Town Scottsdale","4","2","2","1","100","1","Holly"
"13","https://www.airbnb.com/rooms/20899364","Scottsdale","-111.912481150248","33.475010610226","https://maps.google.com/maps?q=33.47501061022597213,-111.91248115024777121","Old Town Scottsdale Gem - 2,000sqft - on Greenbelt","10","2.5","4","1","85","1","Nick"
"14","https://www.airbnb.com/rooms/20241806","Scottsdale","-111.899741","33.457978","https://maps.google.com/maps?q=33.45797800000000000,-111.89974100000000000","Perfect South Scottsdale Townhome! Great Rates!","6","2.5","2","1","125","0","Carson"
"15","https://www.airbnb.com/rooms/18078837","Scottsdale","-111.934717497959","33.6218873382747","https://maps.google.com/maps?q=33.62188733827470344,-111.93471749795919834","Resort Style Apt - Balcony Unit - Salt Water Pool","5","2","2","1","50","1","Billy"
"17","https://www.airbnb.com/rooms/20589867","Phoenix","-112.057789859611","33.4734229620057","https://maps.google.com/maps?q=33.47342296200572065,-112.05778985961120497","Charming Craftsman Bungalow in Coronado","4","1","2","0","40","1","Grace"
"18","https://www.airbnb.com/rooms/16322245","Scottsdale","-111.77150919254","33.7577678094055","https://maps.google.com/maps?q=33.75776780940545763,-111.77150919253962513","NE Scottsdale - 2 Bedrooms - Gated Estate -3 Acres","4","1","2","1","0","1","Laura"
"19","https://www.airbnb.com/rooms/16603819","Scottsdale","-111.923028123072","33.5094756375907","https://maps.google.com/maps?q=33.50947563759065417,-111.92302812307183046","Modern 2BR by Old Town #12 by WanderJaunt","6","2","2","1","115","1","WanderJaunt"
"20","https://www.airbnb.com/rooms/18817851","Scottsdale","-111.924747677877","33.507526551663","https://maps.google.com/maps?q=33.50752655166296989,-111.92474767787746259","Opulence ? of Old Town, Sleeps 4, 2-bed, 2-bath","4","2","2","1","135","1","Michael"
"21","https://www.airbnb.com/rooms/17905338","Scottsdale","-111.876182144678","33.6137882287502","https://maps.google.com/maps?q=33.61378822875018102,-111.87618214467798339","Brand New 2Br 2Bath Scottsdale Luxury Condo","5","2","2","1","125","0","Bill"
"22","https://www.airbnb.com/rooms/20589130","Phoenix","-111.981522534459","33.4683886761791","https://maps.google.com/maps?q=33.46838867617906743,-111.98152253445937276","Centrally-Located 2 Bedroom Guest House","4","1","2","0","20","1","Koryna"
"23","https://www.airbnb.com/rooms/20730650","Scottsdale","-111.909822525604","33.4894486409469","https://maps.google.com/maps?q=33.48944864094689677,-111.90982252560353061","Two Story Old Town Scottsdale Modern Loft","5","1","2","1","100","1","George"
"24","https://www.airbnb.com/rooms/16383547","Scottsdale","-111.896981027474","33.4957000855423","https://maps.google.com/maps?q=33.49570008554231038,-111.89698102747439634","Posh Townhouse W/Pool In Scottsdale & Pet Friendly","10","1","2","1","125","1","Elvis"
"25","https://www.airbnb.com/rooms/20639326","Scottsdale","-111.911422172546","33.4767393617107","https://maps.google.com/maps?q=33.47673936171067766,-111.91142217254643754","2BDRM 2BATH FULLY REMODELED. HEATED POOL/HOT TUB","4","2","2","1","175","0","Elizabeth"
"26","https://www.airbnb.com/rooms/17532618","Scottsdale","-111.922925566087","33.5035259238301","https://maps.google.com/maps?q=33.50352592383006822,-111.92292556608727239","Luxury, Contempory Home Across From W Hotel! 1008","6","2.5","2","0","95","0","Megan"
"27","https://www.airbnb.com/rooms/425590","Scottsdale","-111.922348109814","33.48250051649","https://maps.google.com/maps?q=33.48250051648996362,-111.92234810981403825","Amazing Condo in heart of Oldtown","4","2","2","1","100","0","Sian"
"28","https://www.airbnb.com/rooms/20732060","Tempe","-111.936859129104","33.4540337422932","https://maps.google.com/maps?q=33.45403374229316285,-111.93685912910410707","HOT TUB+PING PONG+POOL - SCOTTSDALE/TEMPE BORDER!","12","2","3","1","150","0","Leslie"
"29","https://www.airbnb.com/rooms/5738667","Scottsdale","-111.899672","33.461398","https://maps.google.com/maps?q=33.46139800000000000,-111.89967200000000000","Close to Everything in Scottsdale","4","1.5","2","1",(NULL),"1","Mike & Heather"
"30","https://www.airbnb.com/rooms/20802090","Scottsdale","-111.917451400735","33.5049603937862","https://maps.google.com/maps?q=33.50496039378617752,-111.91745140073480513","Entire house in Old Town Entertainment District!","8","2","3","0","150","1","Scott"
"32","https://www.airbnb.com/rooms/20888179","Scottsdale","-111.877289453701","33.5855180873788","https://maps.google.com/maps?q=33.58551808737876598,-111.87728945370052713","Gorgeous Retreat in Scottsdale Ranch","6","2","2","1","135","1","Chris"
"34","https://www.airbnb.com/rooms/19589487","Scottsdale","-111.917290976267","33.5022918256486","https://maps.google.com/maps?q=33.50229182564858377,-111.91729097626695477","2Bd+Bonus Room*Hot Tub*Heated Pool*Gym*Grills","13","2","2","1","120","1","Vanessa"
"36","https://www.airbnb.com/rooms/20912629","Scottsdale","-111.931020881555","33.4600695804511","https://maps.google.com/maps?q=33.46006958045111901,-111.93102088155526985","CD?? Scottsdale  8 Bed Home-Pool, Spa & Fire Pit","16","3","4","1","300","0","Natasha"
"38","https://www.airbnb.com/rooms/20654505","Scottsdale","-111.881235000498","33.6139433282327","https://maps.google.com/maps?q=33.61394332823267206,-111.88123500049765369","Resort-style 2 bedroom 2 bath Condo","6","2","2","1","195","0","SkyRun"
"39","https://www.airbnb.com/rooms/13939674","Scottsdale","-111.915930742856","33.5286785943834","https://maps.google.com/maps?q=33.52867859438336495,-111.91593074285562182","AMAZING 3BR POOL+HOT TUB+TENNIS NEAR OLD TOWN!","10","2","3","1","100","0","Leslie"
"40","https://www.airbnb.com/rooms/17252595","Scottsdale","-111.922289809993","33.510347877696","https://maps.google.com/maps?q=33.51034787769596335,-111.92228980999271926","Clean and Cozy near Old Town!","4","1","1","1","75","1","Michael"
"41","https://www.airbnb.com/rooms/20592457","Scottsdale","-111.893182655669","33.5078622734426","https://maps.google.com/maps?q=33.50786227344264745,-111.89318265566949151","Beautiful Remodeled Old Town Scottsdale Sleeps 10","10","2","3","0","120","0","Jonah"
"42","https://www.airbnb.com/rooms/19947378","Scottsdale","-111.911308213418","33.4908419184693","https://maps.google.com/maps?q=33.49084191846931446,-111.91130821341823776","Beautiful  Old Town Scottsdale condo","5","2","2","1","120","1","Evan"
"43","https://www.airbnb.com/rooms/9632408","Scottsdale","-111.912983333888","33.6451822321577","https://maps.google.com/maps?q=33.64518223215771542,-111.91298333388823494","AWESOME Scottsdale Resort w/A+ Pool (StuSleeps4)","4","1","1","1",(NULL),"0","SedonaJim"
"44","https://www.airbnb.com/rooms/10116401","Scottsdale","-111.895641","33.501612","https://maps.google.com/maps?q=33.50161200000000000,-111.89564100000000000","Gorgeous Home, Old Town Scottsdale, Sleeps 10","10","2","3","0","100","1","Christine"
"45","https://www.airbnb.com/rooms/19761847","Phoenix","-112.079500208969","33.4559121668","https://maps.google.com/maps?q=33.45591216680003299,-112.07950020896907972","Cute Walkable Downtown Phoenix Apartment","4","1","1","0","10","1","Anne"
"46","https://www.airbnb.com/rooms/19309008","Scottsdale","-111.898669186266","33.4972058523113","https://maps.google.com/maps?q=33.49720585231128922,-111.89866918626637471","Swanky Townhouse w/Pool & Pet Friendly-Scottsdale","15","2","3","1","125","1","Elvis"
"47","https://www.airbnb.com/rooms/17666630","Scottsdale","-111.93704182555","33.5049742456919","https://maps.google.com/maps?q=33.50497424569186933,-111.93704182554958493","Incredible Old Town Living!","5","1.5","2","1","95","0","Matt"
"48","https://www.airbnb.com/rooms/9545522","Scottsdale","-111.907878306437","33.4798096430533","https://maps.google.com/maps?q=33.47980964305330076,-111.90787830643682810","SCOTTSDALE NEAR HISTORIC OLD TOWN","4","2","2","1","68","0","Aj"
"49","https://www.airbnb.com/rooms/20011503","Scottsdale","-111.891270463502","33.4986676399731","https://maps.google.com/maps?q=33.49866763997314933,-111.89127046350201056","Great Scottsdale Location w/ Heated Pool","10","2","3","1","150","1","Brad"
"50","https://www.airbnb.com/rooms/18215891","Scottsdale","-111.934321479318","33.4879669722444","https://maps.google.com/maps?q=33.48796697224444330,-111.93432147931807208","Fun Home in Old Town with Bikes, Pool, Pool Table","8","2.5","3","1","75","1","Karl"
"51","https://www.airbnb.com/rooms/19892441","Scottsdale","-111.918086455257","33.5014426132795","https://maps.google.com/maps?q=33.50144261327950090,-111.91808645525701138","Old Town Hollywood Suite* Heated Pool*Spa*Gym","5","1","1","1","120","1","Vanessa"
"52","https://www.airbnb.com/rooms/20525183","Scottsdale","-111.910831672043","33.4908229544351","https://maps.google.com/maps?q=33.49082295443511015,-111.91083167204330096","Old Town Scottsdale -Golf Course & Camelback views","6","1","2","1","98","1","Marie"
"53","https://www.airbnb.com/rooms/20267463","Paradise Valley","-111.928643585246","33.5618624354787","https://maps.google.com/maps?q=33.56186243547867321,-111.92864358524552415","? Paradise Valley|Poolside Cabana's|Fast WIFI | 55"" Roku TV's | Netflix | Hulu with Live TV | All King Beds!","6","2","2","1","95","1","Jia-Li"
"54","https://www.airbnb.com/rooms/5631878","Scottsdale","-111.909592844064","33.5168836537402","https://maps.google.com/maps?q=33.51688365374015888,-111.90959284406373797","Scottsdale Central 2/2 Cozy Condo","4","1.5","2","1","175","0","Joseph"
"55","https://www.airbnb.com/rooms/9786215","Phoenix","-112.001008776144","33.4879700377051","https://maps.google.com/maps?q=33.48797003770510372,-112.00100877614438843","Modern ~ Edgy ~ 2 Bd, 1.5 Ba ~2-Story ~ Sleeps 4","4","1.5","2","1","80","1","Dario"
"56","https://www.airbnb.com/rooms/17367967","Scottsdale","-111.937845653472","33.493193249955","https://maps.google.com/maps?q=33.49319324995499159,-111.93784565347223747","Modern 3BR in Central Scottsdale by WanderJaunt","8","2","3","0","120","1","WanderJaunt"
"57","https://www.airbnb.com/rooms/14250324","Phoenix","-111.963018007993","33.4789617494314","https://maps.google.com/maps?q=33.47896174943142711,-111.96301800799309945","Authentic Southwest Getaway","4","2","2","1","100","0","Helen"
"58","https://www.airbnb.com/rooms/18327042","Scottsdale","-111.915161628081","33.5120335105984","https://maps.google.com/maps?q=33.51203351059844948,-111.91516162808130730","Western Gallery - Charming ground level 3 bedroom and 2 bath patio home","6","2","3","1","319","0","Casago"
"59","https://www.airbnb.com/rooms/20935423","Mesa","-111.878971954135","33.4273113241732","https://maps.google.com/maps?q=33.42731132417317497,-111.87897195413543727","Newly Remodeled Home - Perfect Location","5","2","2","1","99","1","Tiffany"
"60","https://www.airbnb.com/rooms/20211019","Scottsdale","-111.936866557803","33.6021163900456","https://maps.google.com/maps?q=33.60211639004561590,-111.93686655780304307","Spacious 4BR w/ Private Pool & Grill","12","3","4","1","424","0","TurnKey"
"61","https://www.airbnb.com/rooms/13620682","Tempe","-111.923863634885","33.4335834792008","https://maps.google.com/maps?q=33.43358347920076312,-111.92386363488486722","Your Waterfront Luxury Penthouse Loft","4","1.5","1","1","50","1","R&Z"
"62","https://www.airbnb.com/rooms/14323878","Phoenix","-112.101453860878","33.4869291975485","https://maps.google.com/maps?q=33.48692919754847708,-112.10145386087793895","Beautifully Charming Redbrick Home","6","2","3","0","30","1","Kevin & Dan"
"65","https://www.airbnb.com/rooms/19572953","Phoenix","-112.003668","33.503115","https://maps.google.com/maps?q=33.50311500000000000,-112.00366800000000000","Hip Arcadia Loft with Pool","4","1.5","1","1","60","1","Chad"
"66","https://www.airbnb.com/rooms/18216305","Scottsdale","-111.914989538305","33.5359759070265","https://maps.google.com/maps?q=33.53597590702649001,-111.91498953830468110","Paradise View Villas Scottsdale","6","2","3","1","125","0","JaLynn"
"67","https://www.airbnb.com/rooms/18637249","Scottsdale","-111.93218076629","33.4887362905596","https://maps.google.com/maps?q=33.48873629055955803,-111.93218076628953384","Spacious & Beautiful, King Beds & Pool! Walkable!","10","3.5","3","1","90","0","Jacob"
"68","https://www.airbnb.com/rooms/18396714","Scottsdale","-111.903992945343","33.4857461010979","https://maps.google.com/maps?q=33.48574610109785255,-111.90399294534334729","Old Town Getaway w/ Pool & Two Master Bedrooms","14","3","4","1","299","1","Xiomara & Chris"
"69","https://www.airbnb.com/rooms/10100501","Scottsdale","-111.930717271196","33.4891389313404","https://maps.google.com/maps?q=33.48913893134039910,-111.93071727119607317","12+AMAZING LOCATION,FULLY REMODELED,FULLY FURNISHD","12","2","3","0","110","1","Alex"
"70","https://www.airbnb.com/rooms/18174168","Phoenix","-112.080414925557","33.4799664611711","https://maps.google.com/maps?q=33.47996646117113073,-112.08041492555695129","Luxury Loft Condo at its BEST!!!","4","1","1","1","49","1","David"
"71","https://www.airbnb.com/rooms/19243537","Scottsdale","-111.969035233496","33.6253790542007","https://maps.google.com/maps?q=33.62537905420074935,-111.96903523349600107","2 Master Suites! Heated Pool/Spa, Bar & Billiards!","12","3","4","1","199","1","Daniel"
"73","https://www.airbnb.com/rooms/19412664","Scottsdale","-111.911842705063","33.4979851077672","https://maps.google.com/maps?q=33.49798510776718530,-111.91184270506292364","Modern Midcentury Loft in Old Town Scottsdale","7","2","2","0","120","1","Lois"
"74","https://www.airbnb.com/rooms/19101699","Phoenix","-112.105588420313","33.5168940141104","https://maps.google.com/maps?q=33.51689401411044145,-112.10558842031274196","Quality one bedroom Condominium, sleeps four","4","1","1","0","0","0","Evan"
"75","https://www.airbnb.com/rooms/10068531","Scottsdale","-111.902873447533","33.5059397959625","https://maps.google.com/maps?q=33.50593979596249028,-111.90287344753282639","*Old Town Scottsdale* - Scottsdale Luxury Home","6","2","3","1","100","1","Charlie"
"76","https://www.airbnb.com/rooms/14961075","Scottsdale","-111.916038594015","33.4983437728372","https://maps.google.com/maps?q=33.49834377283718112,-111.91603859401469379","Scottsdale Mid-Century Modern Villa","8","3","4","1","175","1","Kevin"
"78","https://www.airbnb.com/rooms/11298595","Tempe","-111.919212654415","33.445175784283","https://maps.google.com/maps?q=33.44517578428300197,-111.91921265441497724","Newly Remodeled North Tempe  4BR! Pool + BBQ!!","12","2","4","1","150","0","Brandon"
"79","https://www.airbnb.com/rooms/20795972","Phoenix","-111.964790800781","33.4485618072522","https://maps.google.com/maps?q=33.44856180725221151,-111.96479080078061941","Oasis in the Red Rocks","4","1","1","1","60","1","Camille"
"80","https://www.airbnb.com/rooms/17107062","Paradise Valley","-111.938942667654","33.5517733910577","https://maps.google.com/maps?q=33.55177339105772205,-111.93894266765403245","Headquarters at Eclectic Paradise Valley Retreat","6","3","3","1",(NULL),"1","Morley"
"82","https://www.airbnb.com/rooms/18625941","Tempe","-111.923038782404","33.4464600970721","https://maps.google.com/maps?q=33.44646009707214063,-111.92303878240434756","Centralized Condo between ASU and Old Town!","5","2","2","1","89","0","Nathan"
"83","https://www.airbnb.com/rooms/9771069","Mesa","-111.806490002948","33.4247783599216","https://maps.google.com/maps?q=33.42477835992156798,-111.80649000294806683","Cozy condo near Cubs/Angel training camps in Mesa","4","1","1","1",(NULL),"1","Shawn"
"84","https://www.airbnb.com/rooms/17240868","Scottsdale","-111.912290271658","33.4924403942386","https://maps.google.com/maps?q=33.49244039423857089,-111.91229027165827858","Condo- Old Town Scottsdale, golf course w/pool","6","2","2","1","55","1","Rachyl"
"85","https://www.airbnb.com/rooms/15545642","Phoenix","-112.04799235946","33.4010088491078","https://maps.google.com/maps?q=33.40100884910780366,-112.04799235946002511","Cozy South Mountain Home in Phoenix, Arizona","8","2.5","3","0","0","1","Cody"
"86","https://www.airbnb.com/rooms/16768371","Scottsdale","-111.908236840826","33.4817228181717","https://maps.google.com/maps?q=33.48172281817165441,-111.90823684082633349","Scottsdale Two Bedroom Vacation Rental","6","2","2","1","89","0","Jon"
"87","https://www.airbnb.com/rooms/15578954","Mesa","-111.884470369448","33.4282952622346","https://maps.google.com/maps?q=33.42829526223464143,-111.88447036944835133","Tempe-Mesa Modern Loft-CUBS, ASU & Dining","5","2","2","1","55","1","Ana"
"88","https://www.airbnb.com/rooms/18519121","Scottsdale","-111.903713569276","33.4886019239949","https://maps.google.com/maps?q=33.48860192399493485,-111.90371356927570901","Old Town Beauty! Newly Remodeled Scottsdale Home!","8","2","3","0","49","1","Thomas"
"89","https://www.airbnb.com/rooms/17312830","Scottsdale","-111.916075870512","33.5004740672202","https://maps.google.com/maps?q=33.50047406722020327,-111.91607587051176154","Fully Renovated Condo/Old Town Scottsdale","4","1","1","1","85","0","Matt"
"90","https://www.airbnb.com/rooms/16014777","Scottsdale","-111.891151500079","33.5176704304077","https://maps.google.com/maps?q=33.51767043040770488,-111.89115150007937416","Sharp house with pool, near Old Town & 101 freeway","9","2.5","3","1","88","1","Michael"
"91","https://www.airbnb.com/rooms/18631696","Scottsdale","-111.891554820741","33.5741342305655","https://maps.google.com/maps?q=33.57413423056551949,-111.89155482074073689","Scottsdale Condo- Perfect Location","4","2","2","1","150","0","Greg"
"92","https://www.airbnb.com/rooms/20715218","Scottsdale","-111.956503795331","33.6472396054148","https://maps.google.com/maps?q=33.64723960541480352,-111.95650379533148566","N. Scotts, NEW, 6 beds, HEATED POOL, Outdoor F/P","8","2","5","1","200","1","Patrick"
"93","https://www.airbnb.com/rooms/16572375","Phoenix","-112.077811102311","33.4560448200403","https://maps.google.com/maps?q=33.45604482004029734,-112.07781110231053390","Downtown PHX Roosevelt Row 101 Arts District 1 BR","3","1","1","1","85","0","Ardent"
"95","https://www.airbnb.com/rooms/9143772","Scottsdale","-111.900750149563","33.4624978095186","https://maps.google.com/maps?q=33.46249780951860942,-111.90075014956330790","Scottsdale 2 B condo","4","1.5","2","1","85","0","Sharon"
"96","https://www.airbnb.com/rooms/18321034","Scottsdale","-111.839276584012","33.5838444038746","https://maps.google.com/maps?q=33.58384440387463599,-111.83927658401218252","Scottsdale's Comfy, Cozy,Heated Pool, = Serenity!","10","2","4","1","150","1","Catherine & Christopher"
"97","https://www.airbnb.com/rooms/10789666","Tempe","-111.946892","33.427372","https://maps.google.com/maps?q=33.42737200000000000,-111.94689200000000000","Cozy Apt Near Lake - Just Blocks To ASU & Mill Ave","4","2","2","1","45","1","Tanea"
"98","https://www.airbnb.com/rooms/14426921","Scottsdale","-111.899984765752","33.5277791491404","https://maps.google.com/maps?q=33.52777914914040025,-111.89998476575227926","Dine, Shop, Golf, and Play All Night Long in SoSco","8","2","4","1","150","1","Dario"
"100","https://www.airbnb.com/rooms/7441063","Mesa","-111.776079","33.392424","https://maps.google.com/maps?q=33.39242400000000000,-111.77607900000000000","SUNsational Vacation Retreat!","9","2.5","3","1","150","1","Brad & Shannon"
"102","https://www.airbnb.com/rooms/20438026","Scottsdale","-111.91982185149","33.4944106775872","https://maps.google.com/maps?q=33.49441067758716173,-111.91982185149001339","20% 0FF! * SEXY OLD TOWN LOFT -  WALK TO OLD TOWN!","16","2","3","0","199","0","Scott"
"103","https://www.airbnb.com/rooms/17559930","Scottsdale","-111.915141375055","33.5004349313087","https://maps.google.com/maps?q=33.50043493130870331,-111.91514137505544113","Walking distance to Old Town Scottsdale!!","4","1","1","1","50","1","Aaron"
"104","https://www.airbnb.com/rooms/20903376","Phoenix","-112.015370257025","33.3819121486433","https://maps.google.com/maps?q=33.38191214864330902,-112.01537025702511130","Legacy Resort Golf Course Luxury Townhouse","6","2","3","1","200","0","Denise"
"106","https://www.airbnb.com/rooms/4921701","Scottsdale","-111.901788254178","33.4973546087303","https://maps.google.com/maps?q=33.49735460873031911,-111.90178825417784481","Cozy Remodeled home near Old Town","8","2","3","0","125","1","Holly"
"107","https://www.airbnb.com/rooms/16159088","Scottsdale","-111.908959642545","33.4727509158824","https://maps.google.com/maps?q=33.47275091588244322,-111.90895964254535500","3 bedroom home in Prime Location!","6","3","3","0","150","1","Josh"
"108","https://www.airbnb.com/rooms/18889827","Scottsdale","-111.920914997641","33.5086412143408","https://maps.google.com/maps?q=33.50864121434075571,-111.92091499764056550","2 bed / 2.5 bath townhouse steps from Old Town","6","2.5","2","1","125","0","Jennifer"
"109","https://www.airbnb.com/rooms/12197936","Phoenix","-112.009334177666","33.63812530375","https://maps.google.com/maps?q=33.63812530375004428,-112.00933417766562172","NE Phoenix, Close To Everything + Private pool","6","2","2","1","120","1","Nathan & Leslie"
"110","https://www.airbnb.com/rooms/20740818","Scottsdale","-111.906344938296","33.4971124482428","https://maps.google.com/maps?q=33.49711244824275980,-111.90634493829574581","Patio Townhome, Cozy & Close to Everything!","6","1.5","2","1","55","1","Elizabeth"
"111","https://www.airbnb.com/rooms/16933010","Scottsdale","-111.861408418383","33.6356014718801","https://maps.google.com/maps?q=33.63560147188007221,-111.86140841838269466","Mountain Views, Balcony ,2 Car Garage, Gym, Pool","6","2.5","2","1","125","1","Joel"
"113","https://www.airbnb.com/rooms/19625892","Scottsdale","-111.941397551827","33.4766178647219","https://maps.google.com/maps?q=33.47661786472185952,-111.94139755182730767","Gorgeous Remodel near Old Town with Pool","10","2","3","1","200","1","Shannon"
"114","https://www.airbnb.com/rooms/20031314","Phoenix","-112.026161033765","33.4932058882652","https://maps.google.com/maps?q=33.49320588826518019,-112.02616103376458057","The Red Door Hide-Away, an Arcadia/Biltmore Gem!","6","2","2","0","40","0","Francesca"
"115","https://www.airbnb.com/rooms/20721212","Tempe","-111.902399263929","33.392499247697","https://maps.google.com/maps?q=33.39249924769698907,-111.90239926392918335","Tempe Movie Home for You","10","2","4","1","175","1","Song"
"116","https://www.airbnb.com/rooms/19722517","Phoenix","-111.972455506554","33.365721392408","https://maps.google.com/maps?q=33.36572139240798407,-111.97245550655357249","Tempe Resort Sytle Living Town House","6","1.5","2","1","75","0","Joe"
"117","https://www.airbnb.com/rooms/20496897","Scottsdale","-111.876776969102","33.5844472390009","https://maps.google.com/maps?q=33.58444723900093010,-111.87677696910232328","Stunning Luxury Ground Floor 3 Bed","7","2","3","1","165","0","Rob"
"118","https://www.airbnb.com/rooms/8407650","Scottsdale","-111.944308088251","33.610717580111","https://maps.google.com/maps?q=33.61071758011097188,-111.94430808825116230","1 BD close to Mayo , Westin resort  & JD. Marriott","4","1","1","1","65","0","Barry"
"119","https://www.airbnb.com/rooms/17752693","Scottsdale","-111.921540353154","33.4950759067009","https://maps.google.com/maps?q=33.49507590670087609,-111.92154035315437000","Cool & Clean Old Town Retreat! Sleeps 8, 4bed 3ba","8","3","4","1","0","1","Sarah"
"120","https://www.airbnb.com/rooms/15289208","Scottsdale","-111.915566033187","33.5014041590582","https://maps.google.com/maps?q=33.50140415905818969,-111.91556603318679208","Snazzy Condo in the Heart of Scottsdale","6","2","2","1","80","1","Jesse"
"121","https://www.airbnb.com/rooms/20076315","Gilbert","-111.779149151103","33.3474737003041","https://maps.google.com/maps?q=33.34747370030414970,-111.77914915110255833","Spacious Home near Charming Downtown Gilbert","8","2","4","0","150","0","Amanda"
"122","https://www.airbnb.com/rooms/17996757","Gilbert","-111.767541","33.374272","https://maps.google.com/maps?q=33.37427200000000000,-111.76754100000000000","Cozy 5th wheel in heart of Gilbert","2","1","1","0","10","0","Richard"
"124","https://www.airbnb.com/rooms/16912962","Scottsdale","-111.958541501423","33.5996924165944","https://maps.google.com/maps?q=33.59969241659442929,-111.95854150142299943","N Scottsdale Private Guest House","5","1","1","0","50","1","Kim"
"125","https://www.airbnb.com/rooms/20440975","Scottsdale","-111.915851420367","33.4918263965104","https://maps.google.com/maps?q=33.49182639651039040,-111.91585142036718992","PRIME Old Town! LUX Living! WALK to Giants Games!","6","2","2","1","149","0","Nadya"
"126","https://www.airbnb.com/rooms/17404053","Mesa","-111.826989695838","33.4188982729813","https://maps.google.com/maps?q=33.41889827298132332,-111.82698969583766768","Historic Charmer in Downtown Mesa","4","1","2","0","18","0","Annelise"
"127","https://www.airbnb.com/rooms/15034614","Scottsdale","-111.894448067078","33.5406735960203","https://maps.google.com/maps?q=33.54067359602034770,-111.89444806707842872","Remodeled Contemporary Home in McCormick Ranch","8","2","3","1","150","1","Bill"
"128","https://www.airbnb.com/rooms/18312982","Scottsdale","-111.915518829468","33.4985119227484","https://maps.google.com/maps?q=33.49851192274842759,-111.91551882946848195","Old Town Villa- 5 min. walk to Old Town Scottsdale","7","2.5","3","1","150","1","Tyson"
"129","https://www.airbnb.com/rooms/14048937","Phoenix","-112.070254375154","33.4101763755542","https://maps.google.com/maps?q=33.41017637555416542,-112.07025437515402189","Relaxing Cave","7","1.5","3","0",(NULL),"0","Robert"
"131","https://www.airbnb.com/rooms/19863966","Tempe","-111.920107530831","33.3581614828105","https://maps.google.com/maps?q=33.35816148281045912,-111.92010753083148700","Great location! Tempe 3bd/2ba entire home w/pool!","10","2","3","1","100","1","Marcus"
"132","https://www.airbnb.com/rooms/6150476","Phoenix","-112.132222339464","33.5561650566174","https://maps.google.com/maps?q=33.55616505661738103,-112.13222233946427764","ACCOMODATING FOR MANY","7","1.5","3","0",(NULL),"0","Robert"
"133","https://www.airbnb.com/rooms/16567984","Scottsdale","-111.91487964973","33.4984098150776","https://maps.google.com/maps?q=33.49840981507759352,-111.91487964972988323","Heatherbrae- Located just minutes from Old Town Scottsdale, golf & night life!","6","2.5","3","1","275","0","Chelsea"
"134","https://www.airbnb.com/rooms/15408140","Scottsdale","-111.929920084615","33.472715856206","https://maps.google.com/maps?q=33.47271585620602963,-111.92992008461538944","Scottsdale Home 3bed w/ Private Pool","8","2","3","1","150","1","Joe"
